"";"Driver";"year";"race";"raceID";"race_ID";"Start";"Mid Race";"Finish";"High Pos.";"Low Pos.";"Avg. Pos.";"Pass Diff.";"Green Flag Passes";"Green Flag Times Passed";"Quality Passes";"Pct. Quality Passes";"Fastest Lap";"Top 15 Laps";"Pct. Top 15 Laps";"Laps Led";"Pct. Laps Led";"Total Laps";"Driver Rating"
"165";"Christopher Bell";"2021";"05";"05_2021";"2021_05";"4";"10";"9";"2";"19";"9";"1";"84";"83";"65";"77.4";"10";"301";"96.5";"0";"0.0";"312";"97.3"
"166";"Ryan Blaney";"2021";"05";"05_2021";"2021_05";"8";"3";"10";"1";"17";"5";"-4";"68";"72";"44";"64.7";"14";"312";"100.0";"35";"11.2";"312";"107.4"
"167";"Aric Almirola";"2021";"05";"05_2021";"2021_05";"32";"11";"11";"5";"32";"14";"14";"139";"125";"60";"43.2";"0";"210";"67.3";"0";"0.0";"312";"82.2"
"168";"Ricky Stenhouse, Jr.";"2021";"05";"05_2021";"2021_05";"11";"16";"12";"1";"23";"12";"-8";"104";"112";"48";"46.2";"1";"259";"83.0";"1";"0.3";"312";"84.3"
"169";"Alex Bowman";"2021";"05";"05_2021";"2021_05";"21";"14";"13";"11";"33";"17";"36";"146";"110";"33";"22.6";"1";"162";"51.9";"0";"0.0";"312";"76.2"
"170";"Matt DiBenedetto";"2021";"05";"05_2021";"2021_05";"20";"12";"14";"8";"27";"14";"-8";"98";"106";"52";"53.1";"1";"227";"72.8";"0";"0.0";"312";"81.6"
"171";"Kurt Busch";"2021";"05";"05_2021";"2021_05";"12";"13";"15";"6";"26";"14";"-2";"107";"109";"49";"45.8";"0";"243";"77.9";"0";"0.0";"312";"81.0"
"172";"Bubba Wallace";"2021";"05";"05_2021";"2021_05";"25";"24";"16";"1";"26";"16";"0";"136";"136";"35";"25.7";"4";"123";"39.4";"4";"1.3";"312";"74.5"
"173";"Austin Dillon";"2021";"05";"05_2021";"2021_05";"13";"25";"17";"11";"33";"21";"10";"103";"93";"11";"10.7";"4";"46";"14.7";"0";"0.0";"312";"64.1"
"174";"Chris Buescher";"2021";"05";"05_2021";"2021_05";"17";"19";"18";"13";"29";"23";"-16";"121";"137";"3";"2.5";"0";"5";"1.6";"0";"0.0";"312";"57.2"
"175";"Ross Chastain";"2021";"05";"05_2021";"2021_05";"22";"20";"19";"10";"28";"20";"-5";"100";"105";"7";"7.0";"0";"16";"5.1";"0";"0.0";"312";"61.0"
"176";"Erik Jones";"2021";"05";"05_2021";"2021_05";"14";"15";"20";"8";"30";"17";"-19";"113";"132";"20";"17.7";"0";"118";"37.8";"0";"0.0";"312";"67.3"
"177";"Daniel Suarez";"2021";"05";"05_2021";"2021_05";"27";"23";"21";"14";"33";"24";"2";"113";"111";"2";"1.8";"0";"0";"0.0";"0";"0.0";"312";"52.5"
"178";"Chase Briscoe";"2021";"05";"05_2021";"2021_05";"26";"18";"22";"2";"29";"19";"-9";"140";"149";"16";"11.4";"0";"80";"25.6";"0";"0.0";"312";"64.7"
"179";"Michael McDowell";"2021";"05";"05_2021";"2021_05";"16";"27";"23";"11";"31";"24";"-4";"102";"106";"3";"2.9";"0";"20";"6.4";"0";"0.0";"312";"52.3"
"180";"Justin Haley";"2021";"05";"05_2021";"2021_05";"29";"28";"24";"3";"33";"28";"-5";"87";"92";"4";"4.6";"0";"3";"1.0";"0";"0.0";"312";"46.3"
"181";"Kyle Busch";"2021";"05";"05_2021";"2021_05";"7";"30";"25";"5";"31";"18";"-5";"104";"109";"45";"43.3";"1";"145";"46.6";"0";"0.0";"311";"80.7"
"182";"Ryan Preece";"2021";"05";"05_2021";"2021_05";"15";"26";"26";"12";"31";"25";"1";"97";"96";"11";"11.3";"0";"7";"2.3";"0";"0.0";"311";"48.8"
"183";"Corey LaJoie";"2021";"05";"05_2021";"2021_05";"33";"2";"27";"1";"33";"24";"-4";"84";"88";"5";"6.0";"0";"43";"13.8";"12";"3.9";"311";"53.3"
"184";"Ryan Newman";"2021";"05";"05_2021";"2021_05";"19";"29";"28";"15";"33";"27";"-20";"65";"85";"5";"7.7";"0";"1";"0.3";"0";"0.0";"311";"45.7"
"185";"Tyler Reddick";"2021";"05";"05_2021";"2021_05";"23";"17";"29";"7";"31";"21";"-10";"104";"114";"18";"17.3";"0";"38";"12.3";"0";"0.0";"310";"55.3"
"186";"B.J. McLeod";"2021";"05";"05_2021";"2021_05";"30";"31";"30";"2";"31";"29";"-37";"51";"88";"6";"11.8";"0";"6";"1.9";"0";"0.0";"309";"39.5"
"187";"Cole Custer";"2021";"05";"05_2021";"2021_05";"24";"21";"31";"9";"32";"19";"-7";"133";"140";"47";"35.3";"6";"93";"30.2";"0";"0.0";"308";"59.1"
"188";"Quin Houff";"2021";"05";"05_2021";"2021_05";"35";"32";"32";"28";"36";"33";"3";"33";"30";"0";"0.0";"0";"0";"0.0";"0";"0.0";"305";"33.5"
"189";"James Davison";"2021";"05";"05_2021";"2021_05";"38";"33";"33";"23";"38";"33";"-6";"11";"17";"0";"0.0";"0";"0";"0.0";"0";"0.0";"303";"33.0"
"190";"Garrett Smithley";"2021";"05";"05_2021";"2021_05";"34";"34";"34";"33";"38";"35";"-4";"7";"11";"0";"0.0";"0";"0";"0.0";"0";"0.0";"300";"28.7"
"191";"Josh Bilicki";"2021";"05";"05_2021";"2021_05";"36";"35";"35";"33";"37";"35";"0";"8";"8";"0";"0.0";"0";"0";"0.0";"0";"0.0";"258";"28.7"
"192";"Cody Ware";"2021";"05";"05_2021";"2021_05";"31";"36";"36";"4";"37";"35";"-4";"4";"8";"0";"0.0";"0";"1";"1.0";"0";"0.0";"101";"32.2"
"193";"Anthony Alfredo";"2021";"05";"05_2021";"2021_05";"28";"37";"37";"22";"35";"36";"-12";"9";"21";"0";"0.0";"0";"0";"0.0";"0";"0.0";"87";"30.0"
"194";"Timmy Hill";"2021";"05";"05_2021";"2021_05";"37";"38";"38";"37";"38";"38";"0";"2";"2";"0";"0.0";"0";"0";"0.0";"0";"0.0";"15";"23.2"
"195";"Ryan Blaney";"2021";"06";"06_2021";"2021_06";"10";"3";"1";"1";"15";"3";"8";"46";"38";"35";"76.1";"28";"325";"100.0";"25";"7.7";"325";"127.9"
"196";"Kyle Larson";"2021";"06";"06_2021";"2021_06";"6";"1";"2";"1";"12";"1";"5";"34";"29";"25";"73.5";"104";"325";"100.0";"269";"82.8";"325";"144.8"
"197";"Alex Bowman";"2021";"06";"06_2021";"2021_06";"14";"2";"3";"2";"21";"5";"7";"60";"53";"41";"68.3";"14";"321";"98.8";"0";"0.0";"325";"114.1"
"198";"Denny Hamlin";"2021";"06";"06_2021";"2021_06";"1";"8";"4";"1";"27";"6";"1";"82";"81";"47";"57.3";"10";"319";"98.2";"27";"8.3";"325";"114.2"
"199";"Kyle Busch";"2021";"06";"06_2021";"2021_06";"19";"5";"5";"2";"20";"7";"34";"92";"58";"63";"68.5";"15";"312";"96.0";"0";"0.0";"325";"108.2"
"200";"Austin Dillon";"2021";"06";"06_2021";"2021_06";"13";"7";"6";"4";"30";"9";"7";"81";"74";"39";"48.1";"6";"282";"86.8";"0";"0.0";"325";"95.9"
"201";"Chris Buescher";"2021";"06";"06_2021";"2021_06";"17";"9";"7";"3";"21";"10";"6";"86";"80";"51";"59.3";"10";"298";"91.7";"0";"0.0";"325";"94.2"
"202";"William Byron";"2021";"06";"06_2021";"2021_06";"9";"6";"8";"1";"17";"7";"-4";"69";"73";"46";"66.7";"5";"322";"99.1";"2";"0.6";"325";"98.7"
"203";"Martin Truex, Jr.";"2021";"06";"06_2021";"2021_06";"2";"10";"9";"2";"19";"9";"-4";"85";"89";"58";"68.2";"5";"323";"99.4";"0";"0.0";"325";"92.6"
"204";"Kevin Harvick";"2021";"06";"06_2021";"2021_06";"7";"21";"10";"2";"32";"19";"14";"62";"48";"22";"35.5";"12";"120";"36.9";"0";"0.0";"325";"85.4"
"205";"Matt DiBenedetto";"2021";"06";"06_2021";"2021_06";"20";"4";"11";"3";"24";"9";"0";"60";"60";"34";"56.7";"1";"316";"97.2";"0";"0.0";"325";"93.2"
"206";"Ricky Stenhouse, Jr.";"2021";"06";"06_2021";"2021_06";"12";"12";"12";"6";"30";"14";"10";"99";"89";"44";"44.4";"1";"228";"70.2";"0";"0.0";"325";"81.2"
"207";"Ryan Newman";"2021";"06";"06_2021";"2021_06";"28";"11";"13";"6";"28";"14";"6";"98";"92";"42";"42.9";"1";"258";"79.4";"0";"0.0";"325";"78.9"
"208";"Ross Chastain";"2021";"06";"06_2021";"2021_06";"21";"23";"14";"6";"30";"19";"9";"91";"82";"18";"19.8";"3";"69";"21.2";"0";"0.0";"325";"71.0"
"209";"Joey Logano";"2021";"06";"06_2021";"2021_06";"3";"16";"15";"2";"22";"13";"-16";"76";"92";"42";"55.3";"0";"286";"88.3";"0";"0.0";"324";"79.3"
"210";"Bubba Wallace";"2021";"06";"06_2021";"2021_06";"15";"18";"16";"2";"28";"17";"-5";"99";"104";"28";"28.3";"0";"86";"26.5";"0";"0.0";"324";"69.5"
"211";"Daniel Suarez";"2021";"06";"06_2021";"2021_06";"25";"14";"17";"1";"28";"15";"7";"115";"108";"44";"38.3";"9";"152";"46.9";"1";"0.3";"324";"75.4"
"212";"Cole Custer";"2021";"06";"06_2021";"2021_06";"27";"17";"18";"9";"30";"17";"3";"81";"78";"17";"21.0";"0";"50";"15.4";"0";"0.0";"324";"66.3"
"213";"Michael McDowell";"2021";"06";"06_2021";"2021_06";"18";"20";"19";"9";"27";"20";"-6";"72";"78";"4";"5.6";"2";"9";"2.8";"0";"0.0";"324";"60.8"
"214";"Aric Almirola";"2021";"06";"06_2021";"2021_06";"16";"19";"20";"1";"27";"19";"-13";"77";"90";"14";"18.2";"0";"25";"7.7";"0";"0.0";"324";"61.8"
"215";"Christopher Bell";"2021";"06";"06_2021";"2021_06";"8";"22";"21";"8";"28";"21";"-14";"60";"74";"8";"13.3";"1";"10";"3.1";"0";"0.0";"323";"60.2"
"216";"Austin Cindric";"2021";"06";"06_2021";"2021_06";"39";"26";"22";"8";"39";"24";"5";"89";"84";"4";"4.5";"1";"3";"0.9";"0";"0.0";"323";"54.6"
"217";"Chase Briscoe";"2021";"06";"06_2021";"2021_06";"24";"25";"23";"4";"30";"25";"-5";"89";"94";"5";"5.6";"1";"3";"0.9";"0";"0.0";"323";"50.2"
"218";"Erik Jones";"2021";"06";"06_2021";"2021_06";"22";"27";"24";"18";"31";"25";"-9";"57";"66";"0";"0.0";"0";"0";"0.0";"0";"0.0";"323";"53.8"
"219";"Ryan Preece";"2021";"06";"06_2021";"2021_06";"23";"24";"25";"21";"32";"25";"-5";"66";"71";"0";"0.0";"1";"0";"0.0";"0";"0.0";"323";"51.4"
"220";"Tyler Reddick";"2021";"06";"06_2021";"2021_06";"29";"30";"26";"19";"38";"30";"0";"43";"43";"0";"0.0";"4";"0";"0.0";"0";"0.0";"323";"49.6"
"221";"Anthony Alfredo";"2021";"06";"06_2021";"2021_06";"32";"29";"27";"11";"32";"28";"-2";"66";"68";"2";"3.0";"0";"0";"0.0";"0";"0.0";"322";"44.8"
"222";"Brad Keselowski";"2021";"06";"06_2021";"2021_06";"4";"13";"28";"4";"30";"20";"-22";"72";"94";"28";"38.9";"5";"121";"37.7";"0";"0.0";"321";"64.1"
"223";"Corey LaJoie";"2021";"06";"06_2021";"2021_06";"30";"28";"29";"1";"31";"28";"-3";"64";"67";"7";"10.9";"29";"4";"1.3";"0";"0.0";"319";"50.1"
"224";"Justin Haley";"2021";"06";"06_2021";"2021_06";"26";"31";"30";"26";"33";"31";"-10";"14";"24";"0";"0.0";"9";"0";"0.0";"0";"0.0";"319";"42.0"
"225";"Cody Ware";"2021";"06";"06_2021";"2021_06";"33";"34";"31";"31";"37";"33";"-1";"16";"17";"0";"0.0";"0";"0";"0.0";"0";"0.0";"316";"36.3"
"226";"James Davison";"2021";"06";"06_2021";"2021_06";"34";"33";"32";"31";"37";"33";"4";"17";"13";"0";"0.0";"0";"0";"0.0";"0";"0.0";"316";"35.2"
"227";"Quin Houff";"2021";"06";"06_2021";"2021_06";"35";"32";"33";"13";"36";"32";"3";"33";"30";"2";"6.1";"0";"1";"0.3";"0";"0.0";"314";"36.7"
"228";"B.J. McLeod";"2021";"06";"06_2021";"2021_06";"31";"35";"34";"31";"36";"35";"-5";"9";"14";"0";"0.0";"0";"0";"0.0";"0";"0.0";"313";"31.2"
"229";"Joey Gase";"2021";"06";"06_2021";"2021_06";"36";"36";"35";"33";"37";"36";"0";"6";"6";"0";"0.0";"0";"0";"0.0";"0";"0.0";"308";"29.0"
"230";"Timmy Hill";"2021";"06";"06_2021";"2021_06";"38";"37";"36";"36";"39";"37";"1";"6";"5";"0";"0.0";"0";"0";"0.0";"0";"0.0";"305";"26.2"
"231";"Josh Bilicki";"2021";"06";"06_2021";"2021_06";"37";"38";"37";"37";"39";"38";"-4";"3";"7";"0";"0.0";"0";"0";"0.0";"0";"0.0";"285";"25.3"
"232";"Chase Elliott";"2021";"06";"06_2021";"2021_06";"5";"15";"38";"2";"35";"20";"16";"74";"58";"31";"41.9";"8";"195";"88.6";"0";"0.0";"220";"74.0"
"233";"Kurt Busch";"2021";"06";"06_2021";"2021_06";"11";"39";"39";"1";"20";"27";"-8";"37";"45";"31";"83.8";"7";"112";"99.1";"1";"0.9";"113";"67.2"
"234";"Joey Logano";"2021";"07";"07_2021";"2021_07";"10";"4";"1";"1";"11";"4";"4";"26";"22";"26";"100.0";"20";"253";"100.0";"61";"24.1";"253";"128.5"
"235";"Ricky Stenhouse, Jr.";"2021";"07";"07_2021";"2021_07";"13";"15";"2";"2";"19";"11";"8";"46";"38";"39";"84.8";"11";"216";"85.4";"0";"0.0";"253";"98.4"
"236";"Denny Hamlin";"2021";"07";"07_2021";"2021_07";"2";"5";"3";"1";"7";"4";"-1";"20";"21";"20";"100.0";"29";"253";"100.0";"1";"0.4";"253";"120.0"
"237";"Daniel Suarez";"2021";"07";"07_2021";"2021_07";"18";"2";"4";"1";"18";"4";"0";"19";"19";"19";"100.0";"21";"253";"100.0";"58";"22.9";"253";"114.4"
"238";"Ryan Newman";"2021";"07";"07_2021";"2021_07";"14";"6";"5";"3";"17";"7";"9";"25";"16";"25";"100.0";"7";"251";"99.2";"0";"0.0";"253";"104.8"
"239";"William Byron";"2021";"07";"07_2021";"2021_07";"8";"3";"6";"1";"11";"5";"-1";"26";"27";"26";"100.0";"21";"253";"100.0";"0";"0.0";"253";"110.3"
"240";"Tyler Reddick";"2021";"07";"07_2021";"2021_07";"27";"11";"7";"5";"27";"12";"14";"52";"38";"25";"48.1";"1";"201";"79.4";"0";"0.0";"253";"89.8"
"241";"Ryan Blaney";"2021";"07";"07_2021";"2021_07";"3";"8";"8";"2";"26";"11";"4";"41";"37";"28";"68.3";"6";"188";"74.3";"0";"0.0";"253";"95.7"
"242";"Erik Jones";"2021";"07";"07_2021";"2021_07";"24";"12";"9";"8";"24";"13";"4";"34";"30";"14";"41.2";"5";"199";"78.7";"0";"0.0";"253";"84.6"
"243";"Chase Elliott";"2021";"07";"07_2021";"2021_07";"26";"10";"10";"5";"26";"10";"6";"41";"35";"33";"80.5";"1";"247";"97.6";"0";"0.0";"253";"90.6"
"244";"Brad Keselowski";"2021";"07";"07_2021";"2021_07";"20";"20";"11";"11";"26";"18";"-1";"54";"55";"14";"25.9";"1";"99";"39.1";"0";"0.0";"253";"73.8"
"245";"Michael McDowell";"2021";"07";"07_2021";"2021_07";"16";"23";"12";"1";"32";"22";"16";"58";"42";"7";"12.1";"0";"45";"17.8";"0";"0.0";"253";"67.8"
"246";"Matt DiBenedetto";"2021";"07";"07_2021";"2021_07";"12";"16";"13";"11";"37";"19";"13";"45";"32";"14";"31.1";"0";"73";"28.9";"0";"0.0";"253";"74.2"
"247";"Chris Buescher";"2021";"07";"07_2021";"2021_07";"11";"9";"14";"6";"24";"13";"-14";"33";"47";"28";"84.8";"1";"221";"87.4";"0";"0.0";"253";"82.6"
"248";"Kevin Harvick";"2021";"07";"07_2021";"2021_07";"6";"19";"15";"5";"29";"15";"6";"32";"26";"13";"40.6";"4";"113";"44.7";"0";"0.0";"253";"76.3"
"249";"Kurt Busch";"2021";"07";"07_2021";"2021_07";"28";"17";"16";"14";"28";"19";"-5";"33";"38";"2";"6.1";"0";"24";"9.5";"0";"0.0";"253";"65.5"
"250";"Kyle Busch";"2021";"07";"07_2021";"2021_07";"4";"13";"17";"1";"39";"21";"-14";"51";"65";"10";"19.6";"6";"56";"22.1";"7";"2.8";"253";"77.6"
"251";"Ryan Preece";"2021";"07";"07_2021";"2021_07";"22";"18";"18";"9";"29";"15";"11";"40";"29";"25";"62.5";"3";"153";"60.5";"0";"0.0";"253";"79.6"
"252";"Martin Truex, Jr.";"2021";"07";"07_2021";"2021_07";"5";"1";"19";"1";"19";"2";"-12";"10";"22";"10";"100.0";"39";"251";"99.2";"126";"49.8";"253";"126.1"
"253";"Chase Briscoe";"2021";"07";"07_2021";"2021_07";"25";"21";"20";"12";"28";"22";"19";"46";"27";"2";"4.3";"0";"9";"3.6";"0";"0.0";"252";"54.7"
"254";"Austin Dillon";"2021";"07";"07_2021";"2021_07";"9";"27";"21";"8";"27";"21";"-26";"37";"63";"9";"24.3";"1";"31";"12.3";"0";"0.0";"252";"60.3"
"255";"Alex Bowman";"2021";"07";"07_2021";"2021_07";"7";"14";"22";"2";"25";"15";"-10";"31";"41";"22";"71.0";"5";"138";"54.8";"0";"0.0";"252";"70.3"
"256";"Stewart Friesen";"2021";"07";"07_2021";"2021_07";"32";"25";"23";"19";"32";"23";"-8";"44";"52";"0";"0.0";"0";"0";"0.0";"0";"0.0";"252";"50.2"
"257";"Cole Custer";"2021";"07";"07_2021";"2021_07";"21";"24";"24";"16";"26";"22";"-15";"33";"48";"0";"0.0";"0";"0";"0.0";"0";"0.0";"252";"51.3"
"258";"Quin Houff";"2021";"07";"07_2021";"2021_07";"33";"26";"25";"24";"39";"28";"-1";"21";"22";"0";"0.0";"0";"0";"0.0";"0";"0.0";"252";"48.2"
"259";"Ty Dillon";"2021";"07";"07_2021";"2021_07";"39";"22";"26";"14";"39";"22";"-1";"52";"53";"0";"0.0";"0";"0";"0.0";"0";"0.0";"252";"53.2"
"260";"Bubba Wallace";"2021";"07";"07_2021";"2021_07";"19";"7";"27";"4";"28";"12";"-12";"32";"44";"21";"65.6";"2";"181";"72.1";"0";"0.0";"251";"84.2"
"261";"J.J. Yeley";"2021";"07";"07_2021";"2021_07";"34";"28";"28";"21";"34";"29";"-8";"17";"25";"0";"0.0";"0";"0";"0.0";"0";"0.0";"249";"44.5"
"262";"Kyle Larson";"2021";"07";"07_2021";"2021_07";"1";"30";"29";"1";"37";"27";"30";"42";"12";"15";"35.7";"6";"28";"11.3";"0";"0.0";"248";"59.2"
"263";"Josh Bilicki";"2021";"07";"07_2021";"2021_07";"37";"31";"30";"30";"39";"32";"0";"7";"7";"0";"0.0";"0";"0";"0.0";"0";"0.0";"247";"33.2"
"264";"Mike Marlar";"2021";"07";"07_2021";"2021_07";"38";"29";"31";"27";"39";"30";"-4";"7";"11";"0";"0.0";"0";"0";"0.0";"0";"0.0";"244";"37.8"
"265";"Cody Ware";"2021";"07";"07_2021";"2021_07";"31";"32";"32";"29";"39";"33";"-8";"7";"15";"0";"0.0";"0";"0";"0.0";"0";"0.0";"242";"31.5"
"266";"Chris Windom";"2021";"07";"07_2021";"2021_07";"36";"33";"33";"26";"36";"32";"-5";"13";"18";"0";"0.0";"0";"0";"0.0";"0";"0.0";"62";"33.7"
"267";"Christopher Bell";"2021";"07";"07_2021";"2021_07";"15";"34";"34";"2";"30";"28";"10";"21";"11";"21";"100.0";"8";"51";"94.4";"0";"0.0";"54";"64.2"
"268";"Ross Chastain";"2021";"07";"07_2021";"2021_07";"17";"35";"35";"11";"24";"32";"1";"23";"22";"3";"13.0";"0";"8";"15.4";"0";"0.0";"52";"40.7"
"269";"Aric Almirola";"2021";"07";"07_2021";"2021_07";"23";"36";"36";"23";"30";"35";"-3";"17";"20";"0";"0.0";"0";"0";"0.0";"0";"0.0";"39";"35.3"
"270";"Shane Golobic";"2021";"07";"07_2021";"2021_07";"35";"37";"37";"30";"37";"36";"6";"10";"4";"0";"0.0";"1";"0";"0.0";"0";"0.0";"39";"30.4"
"271";"Corey LaJoie";"2021";"07";"07_2021";"2021_07";"30";"38";"38";"27";"34";"37";"-8";"15";"23";"0";"0.0";"0";"0";"0.0";"0";"0.0";"39";"30.3"
"272";"Anthony Alfredo";"2021";"07";"07_2021";"2021_07";"29";"39";"39";"26";"34";"38";"-4";"17";"21";"0";"0.0";"0";"0";"0.0";"0";"0.0";"39";"27.8"
"273";"Martin Truex, Jr.";"2021";"08";"08_2021";"2021_08";"7";"3";"1";"1";"13";"4";"14";"46";"32";"46";"100.0";"41";"500";"100.0";"20";"4.0";"500";"126.9"
"274";"Chase Elliott";"2021";"08";"08_2021";"2021_08";"5";"5";"2";"1";"19";"6";"25";"72";"47";"68";"94.4";"19";"483";"96.6";"0";"0.0";"500";"114.5"
"275";"Denny Hamlin";"2021";"08";"08_2021";"2021_08";"2";"2";"3";"1";"18";"2";"5";"25";"20";"25";"100.0";"81";"498";"99.6";"276";"55.2";"500";"139.8"
"276";"William Byron";"2021";"08";"08_2021";"2021_08";"3";"11";"4";"1";"15";"7";"8";"65";"57";"63";"96.9";"22";"500";"100.0";"9";"1.8";"500";"107.5"
"277";"Kyle Larson";"2021";"08";"08_2021";"2021_08";"19";"10";"5";"2";"22";"8";"17";"77";"60";"72";"93.5";"21";"476";"95.2";"0";"0.0";"500";"102.4"
"278";"Joey Logano";"2021";"08";"08_2021";"2021_08";"1";"21";"6";"1";"22";"8";"-11";"34";"45";"32";"94.1";"3";"420";"84.0";"6";"1.2";"500";"94.2"
"279";"Christopher Bell";"2021";"08";"08_2021";"2021_08";"23";"17";"7";"1";"27";"11";"26";"83";"57";"62";"74.7";"14";"414";"82.8";"9";"1.8";"500";"95.7"
"280";"Tyler Reddick";"2021";"08";"08_2021";"2021_08";"13";"12";"8";"4";"36";"15";"25";"111";"86";"77";"69.4";"9";"347";"69.4";"0";"0.0";"500";"80.6"
"281";"Kevin Harvick";"2021";"08";"08_2021";"2021_08";"9";"13";"9";"5";"21";"13";"-6";"82";"88";"47";"57.3";"7";"300";"60.0";"0";"0.0";"500";"80.1"
"282";"Kyle Busch";"2021";"08";"08_2021";"2021_08";"12";"6";"10";"2";"25";"12";"17";"67";"50";"48";"71.6";"11";"406";"81.2";"0";"0.0";"500";"92.5"
"283";"Ryan Blaney";"2021";"08";"08_2021";"2021_08";"4";"1";"11";"1";"19";"4";"20";"40";"20";"37";"92.5";"29";"491";"98.2";"157";"31.4";"500";"114.9"
"284";"Matt DiBenedetto";"2021";"08";"08_2021";"2021_08";"22";"16";"12";"9";"29";"17";"17";"73";"56";"28";"38.4";"0";"269";"53.8";"0";"0.0";"500";"73.0"
"285";"Chris Buescher";"2021";"08";"08_2021";"2021_08";"15";"18";"13";"3";"24";"16";"-8";"64";"72";"36";"56.2";"4";"170";"34.0";"0";"0.0";"500";"72.7"
"286";"Austin Dillon";"2021";"08";"08_2021";"2021_08";"18";"9";"14";"1";"28";"14";"2";"76";"74";"48";"63.2";"11";"318";"63.6";"0";"0.0";"500";"79.7"
"287";"Ricky Stenhouse, Jr.";"2021";"08";"08_2021";"2021_08";"6";"20";"15";"4";"29";"19";"-28";"80";"108";"24";"30.0";"0";"127";"25.4";"0";"0.0";"500";"65.2"
"288";"Bubba Wallace";"2021";"08";"08_2021";"2021_08";"25";"23";"16";"1";"28";"16";"-1";"60";"61";"27";"45.0";"2";"194";"38.8";"23";"4.6";"500";"70.6"
"289";"Ross Chastain";"2021";"08";"08_2021";"2021_08";"27";"30";"17";"2";"30";"24";"-18";"55";"73";"3";"5.5";"0";"16";"3.2";"0";"0.0";"500";"55.0"
"290";"Cole Custer";"2021";"08";"08_2021";"2021_08";"26";"29";"18";"13";"32";"24";"3";"66";"63";"3";"4.5";"0";"6";"1.2";"0";"0.0";"500";"54.0"
"291";"Ryan Newman";"2021";"08";"08_2021";"2021_08";"8";"15";"19";"1";"29";"14";"-29";"52";"81";"29";"55.8";"0";"304";"60.9";"0";"0.0";"499";"66.8"
"292";"Aric Almirola";"2021";"08";"08_2021";"2021_08";"31";"14";"20";"5";"31";"21";"-5";"59";"64";"12";"20.3";"4";"37";"7.4";"0";"0.0";"499";"59.3"
"293";"Kurt Busch";"2021";"08";"08_2021";"2021_08";"21";"8";"21";"4";"33";"17";"7";"82";"75";"37";"45.1";"4";"232";"46.6";"0";"0.0";"498";"68.0"
"294";"James Davison";"2021";"08";"08_2021";"2021_08";"37";"34";"22";"22";"37";"33";"6";"15";"9";"0";"0.0";"1";"0";"0.0";"0";"0.0";"494";"34.0"
"295";"Josh Bilicki";"2021";"08";"08_2021";"2021_08";"33";"32";"23";"22";"36";"31";"-1";"18";"19";"0";"0.0";"0";"0";"0.0";"0";"0.0";"493";"36.0"
"296";"Quin Houff";"2021";"08";"08_2021";"2021_08";"29";"33";"24";"10";"37";"31";"-9";"19";"28";"0";"0.0";"0";"0";"0.0";"0";"0.0";"493";"32.5"
"297";"J.J. Yeley";"2021";"08";"08_2021";"2021_08";"28";"35";"25";"17";"37";"33";"0";"11";"11";"0";"0.0";"0";"0";"0.0";"0";"0.0";"492";"34.0"
"298";"Anthony Alfredo";"2021";"08";"08_2021";"2021_08";"35";"28";"26";"1";"35";"27";"-4";"40";"44";"0";"0.0";"7";"2";"0.4";"0";"0.0";"492";"42.3"
"299";"Chase Briscoe";"2021";"08";"08_2021";"2021_08";"24";"26";"27";"8";"31";"24";"-12";"59";"71";"11";"18.6";"0";"39";"7.9";"0";"0.0";"491";"41.7"
"300";"Cody Ware";"2021";"08";"08_2021";"2021_08";"32";"36";"28";"6";"37";"33";"-3";"9";"12";"0";"0.0";"0";"0";"0.0";"0";"0.0";"490";"33.8"
"301";"B.J. McLeod";"2021";"08";"08_2021";"2021_08";"36";"37";"29";"20";"37";"34";"5";"22";"17";"0";"0.0";"2";"0";"0.0";"0";"0.0";"478";"37.6"
"302";"Erik Jones";"2021";"08";"08_2021";"2021_08";"16";"19";"30";"6";"25";"21";"-23";"55";"78";"5";"9.1";"0";"35";"8.7";"0";"0.0";"403";"48.0"
