"";"Driver";"year";"race";"raceID";"race_ID";"Start";"Mid Race";"Finish";"High Pos.";"Low Pos.";"Avg. Pos.";"Pass Diff.";"Green Flag Passes";"Green Flag Times Passed";"Quality Passes";"Pct. Quality Passes";"Fastest Lap";"Top 15 Laps";"Pct. Top 15 Laps";"Laps Led";"Pct. Laps Led";"Total Laps";"Driver Rating"
"669";"Ricky Stenhouse, Jr.";"2021";"18";"18_2021";"2021_18";"7";"34";"15";"7";"34";"20";"1";"77";"76";"9";"11.7";"0";"44";"33.8";"0";"0.0";"130";"68.5"
"670";"Aric Almirola";"2021";"18";"18_2021";"2021_18";"11";"21";"16";"10";"36";"19";"-11";"87";"98";"11";"12.6";"0";"32";"24.6";"0";"0.0";"130";"69.3"
"671";"Christopher Bell";"2021";"18";"18_2021";"2021_18";"9";"25";"17";"9";"37";"23";"-22";"86";"108";"6";"7.0";"0";"15";"11.5";"0";"0.0";"130";"57.7"
"672";"Martin Truex, Jr.";"2021";"18";"18_2021";"2021_18";"15";"10";"18";"3";"32";"14";"19";"78";"59";"21";"26.9";"2";"64";"49.2";"0";"0.0";"130";"78.7"
"673";"Michael McDowell";"2021";"18";"18_2021";"2021_18";"17";"7";"19";"1";"33";"14";"-8";"59";"67";"20";"33.9";"0";"64";"49.2";"5";"3.8";"130";"69.6"
"674";"Chris Buescher";"2021";"18";"18_2021";"2021_18";"25";"23";"20";"2";"36";"20";"15";"89";"74";"16";"18.0";"0";"29";"22.3";"0";"0.0";"130";"64.0"
"675";"Austin Dillon";"2021";"18";"18_2021";"2021_18";"12";"24";"21";"8";"35";"23";"-8";"78";"86";"4";"5.1";"2";"26";"20.0";"0";"0.0";"130";"62.2"
"676";"Erik Jones";"2021";"18";"18_2021";"2021_18";"22";"22";"22";"11";"33";"20";"9";"97";"88";"16";"16.5";"0";"15";"11.5";"0";"0.0";"130";"62.7"
"677";"Ryan Preece";"2021";"18";"18_2021";"2021_18";"31";"19";"23";"6";"37";"24";"21";"96";"75";"8";"8.3";"0";"10";"7.7";"0";"0.0";"130";"53.5"
"678";"Chase Briscoe";"2021";"18";"18_2021";"2021_18";"28";"18";"24";"9";"31";"20";"-11";"90";"101";"22";"24.4";"0";"33";"25.4";"0";"0.0";"130";"59.7"
"679";"Cody Ware";"2021";"18";"18_2021";"2021_18";"35";"28";"25";"7";"35";"24";"-10";"73";"83";"11";"15.1";"0";"18";"13.8";"0";"0.0";"130";"45.8"
"680";"Anthony Alfredo";"2021";"18";"18_2021";"2021_18";"24";"32";"26";"5";"35";"24";"-20";"73";"93";"9";"12.3";"1";"14";"10.8";"0";"0.0";"130";"49.5"
"681";"Justin Haley";"2021";"18";"18_2021";"2021_18";"34";"26";"27";"11";"36";"27";"-1";"70";"71";"4";"5.7";"0";"7";"5.4";"0";"0.0";"130";"40.8"
"682";"James Davison";"2021";"18";"18_2021";"2021_18";"36";"27";"28";"8";"36";"26";"18";"69";"51";"9";"13.0";"0";"18";"13.8";"0";"0.0";"130";"42.0"
"683";"Garrett Smithley";"2021";"18";"18_2021";"2021_18";"30";"30";"29";"13";"36";"29";"-21";"47";"68";"3";"6.4";"0";"7";"5.4";"0";"0.0";"130";"36.2"
"684";"B.J. McLeod";"2021";"18";"18_2021";"2021_18";"32";"31";"30";"12";"35";"29";"-4";"50";"54";"5";"10.0";"0";"7";"5.4";"0";"0.0";"130";"37.3"
"685";"Quin Houff";"2021";"18";"18_2021";"2021_18";"37";"29";"31";"14";"37";"31";"-13";"51";"64";"1";"2.0";"0";"0";"0.0";"0";"0.0";"130";"33.5"
"686";"Matt DiBenedetto";"2021";"18";"18_2021";"2021_18";"21";"20";"32";"7";"35";"21";"-14";"63";"77";"8";"12.7";"0";"37";"28.7";"0";"0.0";"129";"58.3"
"687";"Ross Chastain";"2021";"18";"18_2021";"2021_18";"6";"15";"33";"1";"35";"20";"-7";"32";"39";"15";"46.9";"0";"63";"48.8";"10";"7.8";"129";"79.5"
"688";"Josh Bilicki";"2021";"18";"18_2021";"2021_18";"33";"33";"34";"17";"37";"33";"-1";"37";"38";"1";"2.7";"0";"0";"0.0";"0";"0.0";"128";"27.5"
"689";"Timmy Hill";"2021";"18";"18_2021";"2021_18";"38";"35";"35";"28";"38";"35";"-4";"10";"14";"0";"0.0";"0";"0";"0.0";"0";"0.0";"126";"25.3"
"690";"Corey LaJoie";"2021";"18";"18_2021";"2021_18";"23";"36";"36";"19";"36";"30";"8";"41";"33";"0";"0.0";"0";"0";"0.0";"0";"0.0";"125";"40.8"
"691";"Ryan Newman";"2021";"18";"18_2021";"2021_18";"19";"37";"37";"9";"37";"31";"-26";"28";"54";"6";"21.4";"0";"21";"21.9";"0";"0.0";"96";"39.5"
"692";"Cole Custer";"2021";"18";"18_2021";"2021_18";"26";"38";"38";"14";"30";"37";"7";"12";"5";"1";"8.3";"0";"1";"7.7";"0";"0.0";"13";"25.7"
"693";"Kyle Busch";"2021";"19";"19_2021";"2021_19";"19";"1";"1";"1";"30";"9";"16";"77";"61";"36";"46.8";"19";"111";"79.3";"30";"21.4";"140";"129.8"
"694";"Kyle Larson";"2021";"19";"19_2021";"2021_19";"12";"23";"2";"2";"34";"17";"56";"106";"50";"23";"21.7";"4";"54";"38.6";"0";"0.0";"140";"83.7"
"695";"Brad Keselowski";"2021";"19";"19_2021";"2021_19";"11";"18";"3";"1";"31";"8";"16";"68";"52";"33";"48.5";"20";"113";"80.7";"31";"22.1";"140";"124.2"
"696";"Kevin Harvick";"2021";"19";"19_2021";"2021_19";"13";"27";"4";"2";"28";"12";"12";"76";"64";"39";"51.3";"2";"114";"81.4";"0";"0.0";"140";"96.5"
"697";"Bubba Wallace";"2021";"19";"19_2021";"2021_19";"7";"12";"5";"1";"25";"12";"13";"73";"60";"44";"60.3";"1";"100";"71.4";"3";"2.1";"140";"88.1"
"698";"Ryan Blaney";"2021";"19";"19_2021";"2021_19";"16";"31";"6";"2";"34";"16";"-9";"74";"83";"37";"50.0";"13";"86";"61.4";"0";"0.0";"140";"97.7"
"699";"Alex Bowman";"2021";"19";"19_2021";"2021_19";"20";"8";"7";"1";"24";"12";"5";"75";"70";"32";"42.7";"4";"100";"71.4";"18";"12.9";"140";"93.8"
"700";"Ryan Preece";"2021";"19";"19_2021";"2021_19";"23";"11";"8";"2";"32";"17";"22";"85";"63";"25";"29.4";"0";"68";"48.6";"0";"0.0";"140";"73.8"
"701";"Tyler Reddick";"2021";"19";"19_2021";"2021_19";"10";"9";"9";"2";"22";"11";"11";"73";"62";"41";"56.2";"1";"113";"80.7";"0";"0.0";"140";"92.3"
"702";"Joey Logano";"2021";"19";"19_2021";"2021_19";"14";"7";"10";"1";"29";"14";"10";"77";"67";"38";"49.4";"3";"95";"67.9";"0";"0.0";"140";"83.1"
"703";"Martin Truex, Jr.";"2021";"19";"19_2021";"2021_19";"3";"4";"11";"1";"24";"9";"10";"56";"46";"31";"55.4";"10";"119";"85.0";"19";"13.6";"140";"98.0"
"704";"William Byron";"2021";"19";"19_2021";"2021_19";"18";"19";"12";"1";"33";"9";"-2";"73";"75";"42";"57.5";"16";"114";"81.4";"22";"15.7";"140";"111.5"
"705";"Austin Dillon";"2021";"19";"19_2021";"2021_19";"21";"24";"13";"3";"34";"20";"-3";"77";"80";"18";"23.4";"1";"40";"28.6";"0";"0.0";"140";"70.8"
"706";"Denny Hamlin";"2021";"19";"19_2021";"2021_19";"17";"22";"14";"1";"33";"10";"-2";"73";"75";"35";"47.9";"8";"102";"72.9";"1";"0.7";"140";"102.1"
"707";"Daniel Suarez";"2021";"19";"19_2021";"2021_19";"8";"30";"15";"6";"32";"15";"1";"67";"66";"28";"41.8";"0";"88";"62.9";"0";"0.0";"140";"70.8"
"708";"Aric Almirola";"2021";"19";"19_2021";"2021_19";"5";"5";"16";"2";"26";"10";"-6";"53";"59";"28";"52.8";"1";"109";"77.9";"0";"0.0";"140";"90.0"
"709";"Michael McDowell";"2021";"19";"19_2021";"2021_19";"2";"16";"17";"1";"25";"14";"-26";"57";"83";"17";"29.8";"1";"64";"45.7";"7";"5.0";"140";"69.8"
"710";"Matt DiBenedetto";"2021";"19";"19_2021";"2021_19";"32";"15";"18";"2";"32";"20";"-6";"75";"81";"15";"20.0";"0";"18";"12.9";"0";"0.0";"140";"60.0"
"711";"Chris Buescher";"2021";"19";"19_2021";"2021_19";"1";"17";"19";"1";"30";"20";"-33";"72";"105";"17";"23.6";"6";"35";"25.0";"6";"4.3";"140";"63.0"
"712";"Kurt Busch";"2021";"19";"19_2021";"2021_19";"15";"10";"20";"3";"30";"12";"8";"84";"76";"34";"40.5";"1";"101";"72.1";"0";"0.0";"140";"77.0"
"713";"Chase Briscoe";"2021";"19";"19_2021";"2021_19";"24";"20";"21";"9";"34";"19";"16";"93";"77";"21";"22.6";"0";"34";"24.3";"0";"0.0";"140";"58.5"
"714";"Ryan Newman";"2021";"19";"19_2021";"2021_19";"37";"25";"22";"9";"37";"21";"7";"78";"71";"13";"16.7";"0";"26";"18.6";"0";"0.0";"140";"59.2"
"715";"Corey LaJoie";"2021";"19";"19_2021";"2021_19";"36";"21";"23";"7";"36";"25";"18";"82";"64";"5";"6.1";"0";"2";"1.4";"0";"0.0";"139";"48.5"
"716";"Cole Custer";"2021";"19";"19_2021";"2021_19";"38";"14";"24";"14";"38";"23";"30";"93";"63";"2";"2.2";"0";"4";"2.9";"0";"0.0";"139";"50.7"
"717";"Justin Allgaier";"2021";"19";"19_2021";"2021_19";"27";"26";"25";"15";"36";"26";"9";"52";"43";"2";"3.8";"0";"0";"0.0";"0";"0.0";"139";"43.8"
"718";"Ross Chastain";"2021";"19";"19_2021";"2021_19";"33";"6";"26";"2";"33";"18";"2";"79";"77";"25";"31.6";"0";"60";"43.2";"0";"0.0";"139";"57.3"
"719";"Chase Elliott";"2021";"19";"19_2021";"2021_19";"9";"3";"27";"1";"32";"15";"-36";"50";"86";"25";"50.0";"2";"80";"57.6";"0";"0.0";"139";"85.8"
"720";"Cody Ware";"2021";"19";"19_2021";"2021_19";"25";"29";"28";"19";"33";"27";"-8";"57";"65";"0";"0.0";"0";"0";"0.0";"0";"0.0";"139";"40.7"
"721";"B.J. McLeod";"2021";"19";"19_2021";"2021_19";"30";"32";"29";"24";"33";"30";"-15";"25";"40";"0";"0.0";"0";"0";"0.0";"0";"0.0";"138";"38.7"
"722";"James Davison";"2021";"19";"19_2021";"2021_19";"28";"33";"30";"25";"34";"31";"-3";"26";"29";"0";"0.0";"0";"0";"0.0";"0";"0.0";"137";"35.8"
"723";"Erik Jones";"2021";"19";"19_2021";"2021_19";"22";"28";"31";"14";"34";"27";"-4";"51";"55";"2";"3.9";"0";"0";"0.0";"0";"0.0";"136";"43.7"
"724";"Christopher Bell";"2021";"19";"19_2021";"2021_19";"4";"2";"32";"1";"34";"13";"-56";"36";"92";"21";"58.3";"6";"92";"68.1";"3";"2.2";"135";"85.1"
"725";"Quin Houff";"2021";"19";"19_2021";"2021_19";"31";"35";"33";"31";"37";"35";"-4";"8";"12";"0";"0.0";"0";"0";"0.0";"0";"0.0";"135";"30.3"
"726";"Anthony Alfredo";"2021";"19";"19_2021";"2021_19";"26";"38";"34";"25";"38";"37";"5";"15";"10";"0";"0.0";"0";"0";"0.0";"0";"0.0";"134";"27.2"
"727";"Josh Bilicki";"2021";"19";"19_2021";"2021_19";"34";"36";"35";"34";"38";"36";"4";"8";"4";"0";"0.0";"0";"0";"0.0";"0";"0.0";"132";"27.5"
"728";"Garrett Smithley";"2021";"19";"19_2021";"2021_19";"29";"34";"36";"27";"36";"33";"-22";"18";"40";"0";"0.0";"0";"0";"0.0";"0";"0.0";"122";"31.0"
"729";"Timmy Hill";"2021";"19";"19_2021";"2021_19";"35";"37";"37";"33";"38";"37";"-7";"2";"9";"0";"0.0";"0";"0";"0.0";"0";"0.0";"113";"24.7"
"730";"Ricky Stenhouse, Jr.";"2021";"19";"19_2021";"2021_19";"6";"13";"38";"4";"28";"19";"-29";"58";"87";"23";"39.7";"1";"58";"52.3";"0";"0.0";"111";"62.2"
"731";"Chase Elliott";"2021";"20";"20_2021";"2021_20";"34";"6";"1";"1";"34";"7";"22";"40";"18";"20";"50.0";"12";"55";"88.7";"24";"38.7";"62";"139.0"
"732";"Christopher Bell";"2021";"20";"20_2021";"2021_20";"13";"20";"2";"2";"35";"11";"26";"46";"20";"19";"41.3";"5";"46";"74.2";"0";"0.0";"62";"104.4"
"733";"Kyle Busch";"2021";"20";"20_2021";"2021_20";"40";"3";"3";"1";"40";"8";"-6";"34";"40";"9";"26.5";"0";"47";"75.8";"4";"6.5";"62";"122.5"
"734";"Kurt Busch";"2021";"20";"20_2021";"2021_20";"16";"7";"4";"4";"23";"11";"38";"52";"14";"37";"71.2";"2";"50";"80.6";"0";"0.0";"62";"101.8"
"735";"Denny Hamlin";"2021";"20";"20_2021";"2021_20";"6";"15";"5";"3";"19";"8";"-9";"20";"29";"18";"90.0";"1";"57";"91.9";"0";"0.0";"62";"103.4"
"736";"Chase Briscoe";"2021";"20";"20_2021";"2021_20";"35";"17";"6";"5";"35";"17";"10";"48";"38";"8";"16.7";"0";"31";"50.0";"0";"0.0";"62";"88.7"
"737";"Ross Chastain";"2021";"20";"20_2021";"2021_20";"8";"4";"7";"3";"25";"10";"38";"46";"8";"27";"58.7";"1";"52";"83.9";"0";"0.0";"62";"100.2"
"738";"Tyler Reddick";"2021";"20";"20_2021";"2021_20";"4";"1";"8";"1";"21";"8";"22";"35";"13";"27";"77.1";"3";"58";"93.5";"5";"8.1";"62";"106.2"
"739";"Martin Truex, Jr.";"2021";"20";"20_2021";"2021_20";"9";"8";"9";"1";"32";"13";"-10";"44";"54";"17";"38.6";"1";"43";"69.4";"1";"1.6";"62";"91.9"
"740";"Matt DiBenedetto";"2021";"20";"20_2021";"2021_20";"7";"12";"10";"1";"28";"8";"-42";"25";"67";"18";"72.0";"4";"54";"87.1";"10";"16.1";"62";"107.6"
"741";"Austin Dillon";"2021";"20";"20_2021";"2021_20";"37";"22";"11";"9";"37";"19";"1";"41";"40";"8";"19.5";"0";"30";"48.4";"0";"0.0";"62";"76.0"
"742";"Ricky Stenhouse, Jr.";"2021";"20";"20_2021";"2021_20";"38";"34";"12";"12";"38";"25";"31";"62";"31";"5";"8.1";"1";"5";"8.1";"0";"0.0";"62";"66.6"
"743";"Brad Keselowski";"2021";"20";"20_2021";"2021_20";"20";"11";"13";"10";"33";"20";"38";"77";"39";"7";"9.1";"0";"7";"11.3";"0";"0.0";"62";"67.5"
"744";"Aric Almirola";"2021";"20";"20_2021";"2021_20";"19";"24";"14";"1";"34";"18";"-72";"22";"94";"5";"22.7";"0";"25";"40.3";"1";"1.6";"62";"72.5"
"745";"Joey Logano";"2021";"20";"20_2021";"2021_20";"14";"31";"15";"6";"34";"13";"16";"38";"22";"23";"60.5";"0";"54";"87.1";"0";"0.0";"62";"80.5"
"746";"Kyle Larson";"2021";"20";"20_2021";"2021_20";"2";"5";"16";"2";"17";"7";"4";"26";"22";"23";"88.5";"2";"59";"95.2";"0";"0.0";"62";"95.3"
"747";"Cole Custer";"2021";"20";"20_2021";"2021_20";"15";"25";"17";"12";"35";"21";"4";"40";"36";"8";"20.0";"0";"13";"21.0";"0";"0.0";"62";"61.0"
"748";"Chris Buescher";"2021";"20";"20_2021";"2021_20";"12";"19";"18";"6";"25";"16";"-4";"34";"38";"7";"20.6";"0";"21";"33.9";"0";"0.0";"62";"70.8"
"749";"Erik Jones";"2021";"20";"20_2021";"2021_20";"21";"23";"19";"11";"29";"19";"-4";"38";"42";"2";"5.3";"0";"9";"14.5";"0";"0.0";"62";"64.0"
"750";"Ryan Blaney";"2021";"20";"20_2021";"2021_20";"17";"26";"20";"2";"33";"19";"-44";"38";"82";"4";"10.5";"0";"11";"17.7";"0";"0.0";"62";"64.5"
"751";"Corey LaJoie";"2021";"20";"20_2021";"2021_20";"23";"16";"21";"14";"34";"24";"24";"72";"48";"5";"6.9";"0";"5";"8.1";"0";"0.0";"62";"50.0"
"752";"Alex Bowman";"2021";"20";"20_2021";"2021_20";"10";"18";"22";"4";"27";"11";"-13";"31";"44";"15";"48.4";"2";"47";"75.8";"0";"0.0";"62";"84.8"
"753";"Josh Bilicki";"2021";"20";"20_2021";"2021_20";"27";"13";"23";"12";"37";"28";"41";"74";"33";"3";"4.1";"0";"5";"8.1";"0";"0.0";"62";"44.8"
"754";"Bubba Wallace";"2021";"20";"20_2021";"2021_20";"36";"9";"24";"5";"36";"22";"-4";"41";"45";"6";"14.6";"0";"16";"25.8";"0";"0.0";"62";"58.2"
"755";"Justin Haley";"2021";"20";"20_2021";"2021_20";"22";"10";"25";"9";"36";"26";"29";"63";"34";"3";"4.8";"0";"5";"8.1";"0";"0.0";"62";"46.8"
"756";"Ty Dillon";"2021";"20";"20_2021";"2021_20";"39";"28";"26";"8";"39";"27";"-36";"31";"67";"1";"3.2";"0";"3";"4.8";"0";"0.0";"62";"45.3"
"757";"Kevin Harvick";"2021";"20";"20_2021";"2021_20";"25";"30";"27";"7";"35";"21";"6";"50";"44";"5";"10.0";"0";"8";"12.9";"0";"0.0";"62";"61.0"
"758";"James Davison";"2021";"20";"20_2021";"2021_20";"26";"33";"28";"15";"38";"31";"22";"53";"31";"0";"0.0";"0";"1";"1.6";"0";"0.0";"62";"39.5"
"759";"A.J. Allmendinger";"2021";"20";"20_2021";"2021_20";"3";"29";"29";"2";"34";"17";"7";"39";"32";"10";"25.6";"5";"25";"40.3";"0";"0.0";"62";"71.1"
"760";"Michael McDowell";"2021";"20";"20_2021";"2021_20";"18";"21";"30";"9";"32";"22";"-22";"44";"66";"5";"11.4";"0";"15";"24.2";"0";"0.0";"62";"56.0"
"761";"Cody Ware";"2021";"20";"20_2021";"2021_20";"29";"32";"31";"24";"37";"32";"-9";"34";"43";"0";"0.0";"0";"0";"0.0";"0";"0.0";"62";"35.8"
"762";"Ryan Newman";"2021";"20";"20_2021";"2021_20";"28";"14";"32";"11";"33";"27";"11";"69";"58";"3";"4.3";"0";"5";"8.1";"0";"0.0";"62";"41.7"
"763";"William Byron";"2021";"20";"20_2021";"2021_20";"1";"2";"33";"1";"34";"12";"-2";"24";"26";"15";"62.5";"6";"45";"72.6";"15";"24.2";"62";"74.1"
"764";"Quin Houff";"2021";"20";"20_2021";"2021_20";"33";"35";"34";"25";"39";"34";"6";"31";"25";"0";"0.0";"0";"0";"0.0";"0";"0.0";"62";"31.3"
"765";"Kyle Tilley";"2021";"20";"20_2021";"2021_20";"30";"36";"35";"30";"40";"37";"1";"3";"2";"0";"0.0";"0";"0";"0.0";"0";"0.0";"60";"27.3"
"766";"Daniel Suarez";"2021";"20";"20_2021";"2021_20";"11";"39";"36";"8";"40";"37";"-13";"7";"20";"3";"42.9";"2";"2";"3.8";"0";"0.0";"53";"43.7"
"767";"Anthony Alfredo";"2021";"20";"20_2021";"2021_20";"24";"27";"37";"6";"35";"29";"-56";"13";"69";"0";"0.0";"0";"2";"4.8";"0";"0.0";"42";"45.3"
"768";"Austin Cindric";"2021";"20";"20_2021";"2021_20";"5";"37";"38";"1";"39";"27";"-57";"11";"68";"5";"45.5";"1";"19";"54.3";"2";"5.7";"35";"86.6"
"769";"Ryan Eversley";"2021";"20";"20_2021";"2021_20";"31";"38";"39";"23";"39";"37";"11";"24";"13";"0";"0.0";"0";"0";"0.0";"0";"0.0";"27";"28.5"
"770";"Ryan Preece";"2021";"20";"20_2021";"2021_20";"32";"40";"40";"32";"37";"39";"-5";"8";"13";"0";"0.0";"0";"0";"0.0";"0";"0.0";"6";"24.2"
"771";"Kurt Busch";"2021";"21";"21_2021";"2021_21";"8";"3";"1";"1";"11";"2";"12";"37";"25";"33";"89.2";"62";"260";"100.0";"144";"55.4";"260";"144.8"
"772";"Kyle Busch";"2021";"21";"21_2021";"2021_21";"2";"4";"2";"1";"10";"2";"2";"32";"30";"26";"81.2";"40";"260";"100.0";"91";"35.0";"260";"130.5"
"773";"Martin Truex, Jr.";"2021";"21";"21_2021";"2021_21";"5";"20";"3";"2";"34";"11";"41";"102";"61";"44";"43.1";"20";"199";"76.5";"0";"0.0";"260";"101.3"
"774";"Alex Bowman";"2021";"21";"21_2021";"2021_21";"17";"5";"4";"2";"21";"5";"11";"58";"47";"41";"70.7";"15";"253";"97.3";"0";"0.0";"260";"114.2"
"775";"Ryan Blaney";"2021";"21";"21_2021";"2021_21";"15";"9";"5";"3";"21";"9";"11";"76";"65";"48";"63.2";"5";"250";"96.2";"0";"0.0";"260";"100.5"
"776";"Tyler Reddick";"2021";"21";"21_2021";"2021_21";"7";"6";"6";"2";"19";"5";"-2";"42";"44";"33";"78.6";"7";"258";"99.2";"0";"0.0";"260";"108.0"
"777";"Chase Elliott";"2021";"21";"21_2021";"2021_21";"1";"16";"7";"1";"25";"12";"13";"71";"58";"32";"45.1";"6";"175";"67.3";"13";"5.0";"260";"90.3"
"778";"Christopher Bell";"2021";"21";"21_2021";"2021_21";"4";"19";"8";"1";"21";"12";"0";"69";"69";"47";"68.1";"0";"211";"81.2";"0";"0.0";"260";"89.5"
"779";"Matt DiBenedetto";"2021";"21";"21_2021";"2021_21";"12";"14";"9";"5";"26";"12";"-2";"68";"70";"48";"70.6";"1";"231";"88.8";"0";"0.0";"260";"87.9"
"780";"Brad Keselowski";"2021";"21";"21_2021";"2021_21";"14";"11";"10";"4";"22";"9";"-6";"66";"72";"50";"75.8";"0";"253";"97.3";"0";"0.0";"260";"96.3"
"781";"Kevin Harvick";"2021";"21";"21_2021";"2021_21";"21";"18";"11";"6";"28";"16";"16";"101";"85";"35";"34.7";"9";"148";"56.9";"0";"0.0";"260";"78.8"
"782";"Austin Dillon";"2021";"21";"21_2021";"2021_21";"13";"12";"12";"4";"22";"13";"6";"95";"89";"51";"53.7";"3";"211";"81.2";"0";"0.0";"260";"82.9"
"783";"Denny Hamlin";"2021";"21";"21_2021";"2021_21";"3";"8";"13";"1";"22";"9";"8";"66";"58";"30";"45.5";"6";"211";"81.2";"2";"0.8";"260";"98.1"
"784";"Bubba Wallace";"2021";"21";"21_2021";"2021_21";"24";"15";"14";"9";"32";"15";"18";"92";"74";"30";"32.6";"3";"167";"64.2";"0";"0.0";"260";"74.1"
"785";"Chase Briscoe";"2021";"21";"21_2021";"2021_21";"11";"21";"15";"11";"26";"17";"-17";"69";"86";"22";"31.9";"0";"70";"26.9";"0";"0.0";"260";"70.5"
"786";"Chris Buescher";"2021";"21";"21_2021";"2021_21";"18";"17";"16";"2";"24";"16";"13";"95";"82";"29";"30.5";"0";"60";"23.1";"0";"0.0";"260";"71.2"
"787";"Cole Custer";"2021";"21";"21_2021";"2021_21";"23";"25";"17";"1";"30";"21";"-1";"88";"89";"11";"12.5";"0";"11";"4.2";"1";"0.4";"260";"61.4"
"788";"Kyle Larson";"2021";"21";"21_2021";"2021_21";"6";"7";"18";"3";"21";"9";"-14";"50";"64";"35";"70.0";"7";"210";"80.8";"0";"0.0";"260";"94.7"
"789";"Joey Logano";"2021";"21";"21_2021";"2021_21";"10";"13";"19";"2";"29";"13";"-19";"84";"103";"38";"45.2";"12";"196";"75.7";"0";"0.0";"259";"75.2"
"790";"William Byron";"2021";"21";"21_2021";"2021_21";"19";"10";"20";"4";"24";"13";"-8";"80";"88";"36";"45.0";"1";"169";"65.3";"0";"0.0";"259";"71.7"
"791";"Ross Chastain";"2021";"21";"21_2021";"2021_21";"9";"22";"21";"5";"26";"20";"-29";"64";"93";"6";"9.4";"0";"20";"7.7";"0";"0.0";"259";"59.3"
"792";"Corey LaJoie";"2021";"21";"21_2021";"2021_21";"26";"23";"22";"4";"28";"22";"-9";"70";"79";"7";"10.0";"0";"6";"2.3";"0";"0.0";"258";"55.7"
"793";"Aric Almirola";"2021";"21";"21_2021";"2021_21";"20";"1";"23";"1";"25";"20";"-13";"65";"78";"17";"26.2";"3";"41";"15.9";"8";"3.1";"258";"59.8"
"794";"Erik Jones";"2021";"21";"21_2021";"2021_21";"22";"24";"24";"7";"33";"24";"-2";"65";"67";"4";"6.2";"0";"5";"1.9";"0";"0.0";"258";"50.7"
"795";"Ryan Preece";"2021";"21";"21_2021";"2021_21";"34";"2";"25";"1";"35";"24";"-3";"70";"73";"8";"11.4";"11";"17";"6.6";"1";"0.4";"258";"51.5"
"796";"Anthony Alfredo";"2021";"21";"21_2021";"2021_21";"32";"27";"26";"23";"32";"27";"6";"43";"37";"0";"0.0";"0";"0";"0.0";"0";"0.0";"257";"45.7"
"797";"Michael McDowell";"2021";"21";"21_2021";"2021_21";"25";"26";"27";"15";"32";"27";"-3";"48";"51";"0";"0.0";"9";"1";"0.4";"0";"0.0";"256";"45.8"
"798";"Ryan Newman";"2021";"21";"21_2021";"2021_21";"29";"29";"28";"15";"33";"25";"1";"65";"64";"4";"6.2";"13";"3";"1.2";"0";"0.0";"256";"55.8"
"799";"Justin Haley";"2021";"21";"21_2021";"2021_21";"28";"28";"29";"17";"31";"29";"-7";"37";"44";"0";"0.0";"0";"0";"0.0";"0";"0.0";"255";"40.8"
"800";"B.J. McLeod";"2021";"21";"21_2021";"2021_21";"36";"30";"30";"26";"36";"30";"0";"24";"24";"0";"0.0";"0";"0";"0.0";"0";"0.0";"254";"36.8"
"801";"Garrett Smithley";"2021";"21";"21_2021";"2021_21";"37";"33";"31";"28";"37";"32";"3";"18";"15";"0";"0.0";"0";"0";"0.0";"0";"0.0";"253";"30.7"
"802";"Bayley Currey";"2021";"21";"21_2021";"2021_21";"33";"31";"32";"27";"36";"32";"-6";"16";"22";"0";"0.0";"0";"0";"0.0";"0";"0.0";"253";"33.3"
"803";"Cody Ware";"2021";"21";"21_2021";"2021_21";"31";"32";"33";"28";"34";"32";"-5";"22";"27";"0";"0.0";"0";"0";"0.0";"0";"0.0";"253";"32.3"
"804";"Josh Bilicki";"2021";"21";"21_2021";"2021_21";"30";"35";"34";"30";"37";"35";"-8";"5";"13";"0";"0.0";"0";"0";"0.0";"0";"0.0";"248";"26.0"
"805";"Quin Houff";"2021";"21";"21_2021";"2021_21";"35";"34";"35";"32";"37";"34";"-5";"9";"14";"0";"0.0";"0";"0";"0.0";"0";"0.0";"248";"25.3"
"806";"Daniel Suarez";"2021";"21";"21_2021";"2021_21";"27";"36";"36";"11";"36";"35";"4";"16";"12";"0";"0.0";"0";"1";"0.4";"0";"0.0";"243";"32.5"
"807";"Ricky Stenhouse, Jr.";"2021";"21";"21_2021";"2021_21";"16";"37";"37";"13";"37";"35";"-6";"9";"15";"4";"44.4";"0";"3";"1.7";"0";"0.0";"178";"33.7"
"808";"Aric Almirola";"2021";"22";"22_2021";"2021_22";"22";"4";"1";"1";"26";"8";"19";"53";"34";"36";"67.9";"22";"247";"84.3";"25";"8.5";"293";"117.0"
"809";"Christopher Bell";"2021";"22";"22_2021";"2021_22";"9";"10";"2";"1";"12";"7";"-3";"45";"48";"41";"91.1";"20";"293";"100.0";"0";"0.0";"293";"109.0"
"810";"Brad Keselowski";"2021";"22";"22_2021";"2021_22";"11";"1";"3";"1";"18";"3";"5";"47";"42";"35";"74.5";"36";"292";"99.7";"53";"18.1";"293";"129.9"
"811";"Joey Logano";"2021";"22";"22_2021";"2021_22";"15";"25";"4";"3";"36";"20";"31";"58";"27";"34";"58.6";"4";"115";"39.2";"0";"0.0";"293";"93.9"
"812";"Ryan Blaney";"2021";"22";"22_2021";"2021_22";"7";"5";"5";"1";"9";"4";"6";"39";"33";"34";"87.2";"31";"293";"100.0";"64";"21.8";"293";"121.5"
"813";"Kevin Harvick";"2021";"22";"22_2021";"2021_22";"12";"2";"6";"1";"18";"4";"-4";"26";"30";"21";"80.8";"44";"290";"99.0";"66";"22.5";"293";"121.1"
